game_title,game_release_date,game_critic_score,game_user_score,video_number,video_total_views,video_total_likes,video_total_dislikes,video_total_favorites,video_total_comments,game_total_critic_reviews,game_total_user_reviews,game_type,game_rating,game_critic_positive_reviews,game_critic_mixed_reviews,game_critic_negative_reviews,game_user_positive_reviews,game_user_mixed_reviews,game_user_negative_reviews,video_average_views
Tales of Monkey Island Chapter 3: Lair of the Leviathan,2009-09-29,82,7.9,48,8626740,20505,2297,0,3272,33,28,Adventure,E10+,29,4,0,3,1,1,179723.75
Football Manager Live,2009-01-23,82,3.1,34,580411,4073,103,0,1159,23,45,Sports,NA,21,2,0,3,0,0,17070.9117647059
DCS: Black Shark,2009-04-13,82,8.5,45,6906318,23930,1677,0,1841,12,54,Simulation,T,9,3,0,6,0,0,153473.733333333
The Sims 3: World Adventures,2009-11-16,81,8,50,4035577,78392,1410,0,21607,31,72,Simulation,T,29,2,0,8,0,0,80711.54
Tales of Monkey Island Chapter 5: Rise of the Pirate God,2009-12-08,81,8.4,0,0,0,0,0,0,33,26,Adventure,E10+,28,5,0,4,0,0,NaN
Borderlands,2009-10-26,81,7.8,45,2479551,16303,398,0,5244,37,1370,Action,M,34,3,0,207,71,71,55101.1333333333
Fallout 3: Broken Steel,2009-05-05,81,7.4,40,2147751,30680,410,0,3247,18,104,Role-Playing,M,15,3,0,7,1,1,53693.775
Mirror's Edge,2009-01-12,81,8.1,50,938093,13291,184,0,2853,44,1037,Action,T,37,7,0,132,51,51,18761.86
Defense Grid: The Awakening,2009-07-29,81,8.8,29,58299,705,15,0,114,11,270,Strategy,E10+,8,3,0,68,12,12,2010.31034482759
Osmos,2009-08-18,80,7.6,4,127448,697,17,0,121,22,141,Miscellaneous,E,18,4,0,15,12,12,31862
The Chronicles of Riddick: Assault on Dark Athena,2009-04-07,80,8,24,874585,5577,234,0,1061,26,137,Action,M,21,5,0,16,5,5,36441.0416666667
AI War: Fleet Command,2009-05-14,80,8.3,5,372,2,0,0,0,8,100,Strategy,NA,6,2,0,30,2,2,74.4
Trine,2009-09-11,80,8.2,37,13678591,70742,3606,0,22051,50,492,Action,E10+,43,7,0,62,23,23,369691.648648649
Men of War,2009-03-16,80,8.1,50,5578652,80096,1429,0,16160,22,137,Strategy,M,18,4,0,30,9,9,111573.04
Tales of Monkey Island Chapter 4: The Trial and Execution of Guybrush Threepwood,2009-10-30,80,8.4,10,522351,7149,123,0,1339,28,27,Adventure,E10+,23,5,0,1,0,0,52235.1
Sins of a Solar Empire: Entrenchment,2009-02-25,80,8.1,50,297619,1134,39,0,313,12,18,Strategy,T,11,0,1,2,0,0,5952.38
Fallout 3: Point Lookout,2009-06-23,79,7.8,31,90466,3410,36,0,1000,23,96,Role-Playing,M,19,4,0,3,1,1,2918.25806451613
The Path,2009-03-18,79,7,30,63194,786,22,0,377,20,113,Adventure,NA,14,6,0,18,3,3,2106.46666666667
Bookworm Adventures: Volume 2,2009-07-30,79,7.6,44,111632,1925,31,0,743,15,11,Miscellaneous,E10+,11,4,0,5,0,0,2537.09090909091
Tropico 3,2009-10-20,79,8.2,48,419527,1270,56,0,435,48,186,Strategy,T,40,8,0,30,10,10,8740.14583333333
Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,2009-07-07,79,8.2,0,0,0,0,0,0,54,69,Adventure,E10+,41,13,0,11,6,6,NaN
Prototype,2009-06-10,79,7.9,28,10054,938,8,0,1705,35,581,Action Adventure,M,27,8,0,111,27,27,359.071428571429
Free Realms,2009-04-29,79,6.4,50,2441003,63680,954,0,18167,8,14,Role-Playing,E10+,6,2,0,5,1,1,48820.06
King Arthur: The Role-Playing Wargame,2009-11-24,79,7.9,11,1935,26,1,0,21,23,134,Strategy,T,21,2,0,24,9,9,175.909090909091
Overlord II,2009-06-23,79,8.1,28,3595352,32422,788,0,2615,32,159,Action Adventure,T,28,4,0,22,6,6,128405.428571429
F.E.A.R. 2: Project Origin,2009-02-10,79,7.8,45,215955,980,71,0,207,49,525,Action,M,39,10,0,54,35,35,4799
Crayon Physics Deluxe,2009-01-07,79,7.6,25,45689,432,13,0,137,15,79,Miscellaneous,E,10,5,0,12,6,6,1827.56
Zuma's Revenge!,2009-09-15,78,7.9,28,385008,3279,47,0,420,17,35,Miscellaneous,E,13,4,0,2,4,4,13750.2857142857
Closure,2009-01-01,78,6.6,17,956299,6240,1040,0,1685,8,60,Action,NA,7,1,0,8,4,4,56252.8823529412
League of Legends,2009-10-27,78,5.5,47,405278,1257,55,0,416,37,2833,Role-Playing,T,28,9,0,303,142,142,8622.93617021277
Wings of Prey,2009-12-25,78,7.7,44,1003998,11553,253,0,2797,16,93,Simulation,T,13,3,0,14,6,6,22818.1363636364
Pro Evolution Soccer 2010,2009-10-23,78,6.9,49,156321,3093,68,0,2613,8,49,Sports,E,5,3,0,1,0,0,3190.22448979592
Call of Juarez: Bound in Blood,2009-06-30,78,8,18,3411278,19208,883,0,2228,39,283,Action,M,28,10,1,25,13,13,189515.444444444
Nancy Drew: The Ransom of the Seven Ships,2009-07-14,78,8.6,11,9373,172,2,0,51,7,5,Adventure,E,NA,NA,NA,NA,NA,NA,852.090909090909
Fallout 3: The Pitt,2009-03-24,78,6.9,33,59110,735,30,0,197,15,94,Role-Playing,M,11,4,0,1,5,5,1791.21212121212
ArmA II,2009-06-26,77,7.5,50,697388,2570,96,0,726,38,590,Action,M,23,15,0,105,37,37,13947.76
Tales of Monkey Island Chapter 2: The Siege of Spinner Cay,2009-08-20,77,7.5,31,339291,1846,66,0,437,36,38,Adventure,E10+,25,11,0,3,3,3,10944.8709677419
Hearts of Iron III,2009-08-11,77,7.1,38,7332765,189306,3894,0,75764,23,234,Strategy,E10+,18,5,0,31,11,11,192967.5
The Void,2009-12-15,77,8.3,48,108632,754,33,0,273,12,97,Action Adventure,NA,8,4,0,19,3,3,2263.16666666667
Rise of Flight: The First Great Air War,2009-06-29,77,7.6,42,14079579,162399,3974,0,61347,14,79,Simulation,E10+,9,5,0,21,4,4,335228.071428571
Risen,2009-10-02,77,8.1,47,111164,2427,30,0,667,32,686,Role-Playing,M,21,11,0,85,25,25,2365.1914893617
X-Men Origins: Wolverine,2009-05-01,77,8.1,17,10447,322,13,0,95,22,133,Action,M,14,8,0,2,4,4,614.529411764706
Men of War: Red Tide,2009-11-01,77,8.2,16,539512,665,220,0,77,10,33,Strategy,T,8,2,0,4,1,1,33719.5
Aion,2009-09-22,76,6.6,18,1103888,11467,245,0,702,42,419,Role-Playing,T,29,12,1,79,33,33,61327.1111111111
Peggle Nights,2009-03-26,76,8.1,47,24430563,126022,6327,0,15813,15,24,Miscellaneous,E,10,5,0,2,0,0,519799.212765957
Operation Flashpoint: Dragon Rising,2009-10-06,76,4.9,10,79551,414,14,0,235,29,539,Action,M,18,11,0,32,32,32,7955.1
The Saboteur,2009-12-08,76,7.9,19,41019,213,17,0,65,20,239,Action Adventure,M,13,7,0,38,10,10,2158.89473684211
Nancy Drew: Warnings at Waverly Academy,2009-10-13,76,6.7,37,234126,2946,119,0,405,8,10,Adventure,E,4,4,0,0,1,1,6327.72972972973
"Wallace & Gromit's Grand Adventures, Episode 1: Fright of the Bumblebees",2009-03-23,76,7.5,5,22060,290,1,0,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4412
Demigod,2009-04-14,76,7.9,7,6871,106,11,0,33,50,183,Strategy,T,31,19,0,46,10,10,981.571428571429
FIFA Manager 10,2009-10-30,75,5.5,47,46780798,717596,12678,0,155212,22,24,Sports,E,13,8,1,4,3,3,995336.127659575
"Wallace & Gromit's Grand Adventures, Episode 3: Muzzled!",2009-06-15,75,7.5,50,182860,611,24,0,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3657.2
BattleForge,2009-03-23,75,7,47,112941,1340,21,0,352,37,112,Strategy,T,24,13,0,15,2,2,2403
And Yet It Moves,2009-04-02,75,6.2,40,1292250,6967,186,0,1473,10,110,Action,E,6,4,0,9,13,13,32306.25
The Dark Eye: Drakensang,2009-02-23,75,8.6,18,116625,403,16,0,187,35,155,Role-Playing,T,23,12,0,24,5,5,6479.16666666667
Battlestations: Pacific,2009-05-12,74,8.4,35,920481,6633,114,0,1824,31,46,Strategy,T,19,12,0,10,1,1,26299.4571428571
Ghostbusters: The Video Game,2009-06-16,74,7.7,40,3050890,7743,2847,0,874,26,131,Action,T,16,10,0,26,13,13,76272.25
Wolfenstein,2009-08-18,74,7.3,41,51996,706,29,0,263,41,267,Action,M,25,16,0,43,21,21,1268.19512195122
Mini Ninjas,2009-09-08,74,8.3,49,535510,3048,248,0,1259,14,78,Action Adventure,E10+,6,8,0,15,1,1,10928.7755102041
RACE On,2009-10-05,73,8.2,27,7801032,6979,4131,0,441,14,20,Driving,E,8,6,0,1,0,0,288927.111111111
Sherlock Holmes vs. Jack the Ripper,2009-05-26,73,8.1,44,331518,6012,425,0,2158,26,43,Adventure,T,13,13,0,4,2,2,7534.5
Neverwinter Nights 2: Mysteries of Westgate,2009-04-29,73,7.3,36,73005,1173,28,0,216,11,18,Role-Playing,T,5,6,0,1,0,0,2027.91666666667
Ceville,2009-09-28,73,8.2,31,45254,616,11,0,406,17,21,Adventure,E,8,9,0,4,1,1,1459.8064516129
Gratuitous Space Battles,2009-11-16,72,6.7,47,9324715,56257,2519,0,9443,11,76,Strategy,NA,4,7,0,14,8,8,198398.191489362
Majesty 2: The Fantasy Kingdom Sim,2009-09-17,72,7.3,24,1285452,4029,162,0,555,31,129,Strategy,T,17,14,0,17,15,15,53560.5
"Wallace & Gromit's Grand Adventures, Episode 4: The Bogey Man",2009-07-30,72,7.9,20,74146,1985,47,0,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3707.3
Grand Ages: Rome,2009-03-17,72,8,47,9324715,56257,2519,0,9443,18,40,Strategy,T,8,10,0,9,3,3,198398.191489362
"Wallace & Gromit's Grand Adventures, Episode 2: The Last Resort",2009-05-05,72,8.6,31,37149,390,31,0,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1198.35483870968
Section 8,2009-08-25,72,7,5,33242363,118108,11237,0,14786,31,78,Action,T,15,15,1,17,4,4,6648472.6
Champions Online,2009-09-01,72,6.2,47,91575,1727,35,0,120,40,251,Role-Playing,T,21,18,1,42,20,20,1948.40425531915
World in Conflict: Soviet Assault,2009-03-10,72,8.3,46,687939,10100,224,0,554,21,56,Strategy,T,11,9,1,13,2,2,14955.1956521739
Saints Row 2,2009-01-05,72,6.8,36,6896738,86311,2112,0,19002,24,380,Action Adventure,M,10,14,0,52,23,23,191576.055555556
Mevo & the Grooveriders,2009-03-20,72,6.2,48,244882,3720,136,0,1073,8,27,Miscellaneous,NA,3,5,0,2,1,1,5101.70833333333
Mass Effect 2,2010-01-26,94,8.8,34,113625,1279,30,0,430,55,3605,Role-Playing,M,54,1,0,405,97,97,3341.91176470588
Starcraft II: Wings of Liberty,2010-07-27,93,8.2,29,20127260,100465,5148,0,6644,82,3064,Strategy,T,82,0,0,547,144,144,694043.448275862
World of Warcraft: Cataclysm,2010-12-07,90,5.5,11,4001,77,3,0,58,53,959,Role-Playing,T,53,0,0,56,64,64,363.727272727273
Braid,2010-01-26,90,8.6,49,66903,2062,20,0,813,11,825,Action,E10+,11,0,0,121,15,15,1365.36734693878
Sid Meier's Civilization V,2010-09-21,90,7.9,19,33585,412,12,0,61,70,2307,Strategy,E10+,66,4,0,251,113,113,1767.63157894737
BioShock 2,2010-02-09,88,8,6,24853,189,5,0,47,36,1260,Action,M,34,2,0,122,35,35,4142.16666666667
Battlefield: Bad Company 2,2010-03-02,87,8.3,24,31359,486,13,0,125,46,1477,Action,M,45,1,0,271,48,48,1306.625
Monkey Island 2 Special Edition: LeChuck's Revenge,2010-07-07,87,8.9,47,144132,1356,47,0,479,27,194,Adventure,E10+,27,0,0,13,1,1,3066.63829787234
Borderlands: The Secret Armory of General Knoxx,2010-02-25,86,7.2,47,9324746,56257,2519,0,9443,7,85,Action,M,7,0,0,6,3,3,198398.85106383
Need for Speed: Hot Pursuit,2010-11-16,86,6.7,39,121457,1534,59,0,312,14,561,Driving,E10+,13,1,0,52,29,29,3114.28205128205
Mass Effect 2: Lair of the Shadow Broker,2010-09-07,86,8.6,12,89681,547,12,0,326,11,197,Role-Playing,M,10,1,0,14,2,2,7473.41666666667
Battlefield: Bad Company 2 Vietnam,2010-12-18,86,8,47,9324746,56257,2519,0,9443,18,192,Action,M,18,0,0,36,11,11,198398.85106383
Assassin's Creed II,2010-03-09,86,6.9,23,10350,80,9,0,44,22,1631,Action Adventure,M,21,1,0,93,30,30,450
Football Manager 2011,2010-11-23,85,8.4,5,177869,1033,68,0,132,23,79,Sports,E,22,1,0,12,2,2,35573.8
"Warhammer 40,000: Dawn of War II - Chaos Rising",2010-03-10,85,8.7,20,572467,3137,107,0,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28623.35
Fallout: New Vegas,2010-10-19,84,8.6,49,415390,2527,95,0,611,39,2797,Role-Playing,M,36,3,0,400,85,85,8477.34693877551
Just Cause 2,2010-03-23,84,7.7,50,7614139,79368,3296,0,25346,33,844,Action Adventure,M,31,2,0,129,44,44,152282.78
F1 2010,2010-09-21,84,6.6,50,68040,590,163,0,422,15,100,Driving,E,14,1,0,18,5,5,1360.8
Shatter,2010-03-15,84,7.4,35,923362,15022,181,0,2875,13,71,Action,E,13,0,0,10,4,4,26381.7714285714
FIFA Soccer 11,2010-09-28,83,7.7,49,3552861,16825,619,0,4335,16,102,Sports,E,13,3,0,18,1,1,72507.3673469388
Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak,2010-05-18,83,7.8,45,7717948,60576,991,0,11086,24,20,Miscellaneous,T,21,3,0,1,0,0,171509.955555556
Darksiders,2010-09-22,83,7.7,17,76918,1070,17,0,137,18,610,Action Adventure,M,18,0,0,100,21,21,4524.58823529412
Age of Conan: Rise of the Godslayer,2010-05-11,83,8.4,46,2107403,26170,527,0,5109,14,52,Role-Playing,M,13,1,0,6,0,0,45813.1086956522
Torchlight,2010-01-05,83,8,38,1107304,11540,497,0,2459,57,798,Role-Playing,T,50,7,0,164,42,42,29139.5789473684
Tom Clancy's Splinter Cell: Conviction,2010-04-27,83,5.2,50,143153,1154,52,0,365,20,675,Action Adventure,M,16,4,0,39,24,24,2863.06
Bejeweled 3,2010-12-07,82,8.1,48,1615778,14878,337,0,3294,27,88,Miscellaneous,E,25,2,0,10,1,1,33662.0416666667
Dragon Age: Origins - Awakening,2010-03-16,82,7.8,20,363960,6273,206,0,1768,38,406,Role-Playing,M,36,2,0,17,18,18,18198
Lara Croft and the Guardian of Light,2010-09-28,82,8.1,50,13573617,80048,2994,0,8202,13,158,Action Adventure,T,11,2,0,30,5,5,271472.34
Desktop Dungeons,2010-10-17,82,8.2,49,417477,3348,52,0,809,12,56,Role-Playing,NA,9,3,0,11,0,0,8519.9387755102
Recettear: An Item Shop's Tale,2010-09-10,82,8.6,43,150857,1364,41,0,600,12,155,Miscellaneous,NA,10,2,0,30,11,11,3508.3023255814
King's Bounty: Armored Princess,2010-09-10,82,8.6,49,6670365,62598,1530,0,11243,25,161,Role-Playing,T,23,2,0,11,5,5,136129.897959184
Divinity II: The Dragon Knight Saga,2010-11-05,82,8.2,28,1078280,3577,228,0,567,9,196,Role-Playing,M,8,1,0,40,6,6,38510
VVVVVV,2010-01-11,81,8.1,32,304278,3649,115,0,618,15,219,Action,NA,13,2,0,42,13,13,9508.6875
Metro 2033,2010-03-16,81,8.1,49,2723069,59684,1551,0,12588,40,1478,Action,M,34,6,0,212,71,71,55572.8367346939
Blur,2010-05-25,81,7.4,48,616195,14331,273,0,1547,24,178,Driving,E10+,21,3,0,24,8,8,12837.3958333333
Sam & Max: The Devil's Playhouse - Episode 1: The Penal Zone,2010-04-15,81,8.3,34,110492,2189,38,0,396,30,24,Miscellaneous,E10+,24,6,0,2,0,0,3249.76470588235
Napoleon: Total War,2010-02-23,81,7.9,21,502094,4814,79,0,904,56,518,Strategy,T,49,6,1,35,11,11,23909.2380952381
Call of Duty: Black Ops,2010-11-09,81,5.2,7,673368,24195,426,0,4536,29,1660,Action,M,20,9,0,143,96,96,96195.4285714286
Sam & Max: The Devil's Playhouse - Episode 5: The City That Dares Not Sleep,2010-08-30,81,8,1,134899,12809,117,0,1370,21,13,Miscellaneous,E10+,16,4,1,2,0,0,134899
Toki Tori,2010-01-28,80,7.9,44,542312,4241,92,0,893,10,102,Miscellaneous,E,9,1,0,9,3,3,12325.2727272727
S.T.A.L.K.E.R.: Call of Pripyat,2010-02-02,80,8.7,35,68298,587,26,0,158,44,613,Action,M,36,8,0,63,13,13,1951.37142857143
Revenge of the Titans,2010-05-24,79,7.6,36,83864,693,17,0,292,11,81,Strategy,NA,10,1,0,10,10,10,2329.55555555556
Cart Life,2010-07-29,79,5.9,49,1101242,11341,292,0,2794,8,19,Simulation,NA,7,1,0,2,2,2,22474.3265306122
Worms Reloaded,2010-08-26,79,6.8,43,585659,4547,283,0,939,28,185,Strategy,E10+,24,4,0,19,14,14,13619.976744186
Puzzle Dimension,2010-06-21,79,7.6,49,91752,244,5,0,412,9,33,Miscellaneous,E,6,3,0,3,1,1,1872.48979591837
Split/Second,2010-05-18,79,8.2,48,659375,3966,198,0,799,18,116,Driving,E10+,16,2,0,8,1,1,13736.9791666667
Tropico 3: Absolute Power,2010-05-17,79,7.6,42,214467,10700,137,0,1094,11,16,Strategy,T,NA,NA,NA,NA,NA,NA,5106.35714285714
The Misadventures of P.B. Winterbottom,2010-04-20,79,8.3,47,35859,607,26,0,210,12,52,Miscellaneous,E,10,2,0,10,1,1,762.957446808511
The Settlers 7: Paths to a Kingdom,2010-03-23,79,5.2,48,86793,616,58,0,252,33,214,Strategy,E10+,28,5,0,15,8,8,1808.1875
LEGO Harry Potter: Years 1-4,2010-06-29,79,7.9,44,136631,828,22,0,274,15,62,Action Adventure,E10+,12,3,0,2,1,1,3105.25
Dead Rising 2,2010-09-27,78,6.3,42,1027175,7204,210,0,2514,17,213,Action Adventure,M,14,3,0,26,13,13,24456.5476190476
Mount & Blade: Warband,2010-03-30,78,8.7,40,291445,9575,109,0,811,23,766,Role-Playing,T,18,5,0,162,19,19,7286.125
King's Bounty: Crossworlds,2010-09-17,78,8.6,12,13517,106,4,0,52,13,82,Strategy,T,9,4,0,4,1,1,1126.41666666667
Dawn of Discovery: Venice,2010-02-26,78,8.3,1,134899,12809,117,0,1370,16,15,Simulation,T,11,5,0,1,0,0,134899
Mafia II,2010-08-23,77,7.9,49,2506915,15054,294,0,5070,46,1261,Action Adventure,M,35,9,2,122,68,68,51161.5306122449
Zeno Clash,2010-02-07,77,7.9,45,3266446,25462,1007,0,6080,41,291,Action,T,26,15,0,39,24,24,72587.6888888889
Alien Swarm,2010-07-19,77,8.2,1,134899,12809,117,0,1370,11,416,Action,NA,8,3,0,52,18,18,134899
Supreme Commander 2,2010-03-02,77,6.2,9,3789,66,2,0,35,54,804,Strategy,E10+,37,16,1,45,14,14,421
The Dream Machine,2010-12-14,77,8.7,41,339557,4000,264,0,1328,10,34,Action,NA,8,2,0,7,0,0,8281.87804878049
Heroes of Newerth,2010-05-12,76,7.3,20,4462086,18380,1035,0,1269,12,226,Strategy,NA,7,5,0,28,14,14,223104.3
Plain Sight,2010-04-05,76,7.7,6,1821376,13406,274,0,732,32,31,Action,NA,18,14,0,5,0,0,303562.666666667
R.U.S.E.,2010-09-07,76,8.1,41,50853,1539,50,0,341,33,177,Strategy,T,21,12,0,48,7,7,1240.31707317073
Serious Sam HD: The Second Encounter,2010-04-28,76,8,7,561576,1243,151,0,125,20,145,Action,M,11,9,0,13,4,4,80225.1428571429
Greed Corp,2010-12-10,76,7.1,26,146019,2131,63,0,409,7,44,Strategy,E,5,2,0,9,8,8,5616.11538461538
Din's Curse,2010-03-31,76,7.6,49,68485,1107,45,0,311,10,22,Role-Playing,T,6,4,0,7,2,2,1397.65306122449
Sam & Max: The Devil's Playhouse - Episode 4: Beyond the Alley of the Dolls,2010-07-20,76,8,8,10883,82,4,0,36,19,15,Miscellaneous,E10+,12,7,0,1,0,0,1360.375
Victoria II,2010-08-13,75,8.2,46,152207,883,45,0,187,17,135,Strategy,T,10,7,0,20,7,7,3308.84782608696
FIFA Manager 11,2010-11-03,75,5.5,50,10290704,52232,5021,0,5369,9,23,Sports,E,7,2,0,1,0,0,205814.08
Prince of Persia: The Forgotten Sands,2010-06-08,75,6.6,50,1136217,10495,391,0,2904,16,221,Action Adventure,T,9,7,0,15,9,9,22724.34
Left 4 Dead 2: The Passing,2010-04-22,75,8.1,50,8130418,175625,4405,0,26625,8,69,Action,M,6,2,0,4,1,1,162608.36
Transformers: War for Cybertron,2010-06-22,75,7.9,47,87164,620,61,0,250,20,156,Action Adventure,T,12,8,0,17,5,5,1854.55319148936
Sam & Max: The Devil's Playhouse - Episode 3: They Stole Max's Brain!,2010-06-22,75,7.4,43,212710,2052,24,0,350,23,12,Miscellaneous,E10+,16,6,1,1,0,0,4946.74418604651
Sol Survivor,2010-03-15,75,8.2,50,4411689,109649,1761,0,8474,7,38,Strategy,NA,4,3,0,6,3,3,88233.78
Back to the Future: The Game - Episode I: It's About Time,2010-12-22,74,7.1,44,4154731,41149,2266,0,5930,39,97,Action Adventure,NA,23,13,3,15,7,7,94425.7045454545
The Sims 3: Late Night Expansion Pack,2010-10-26,74,5.3,35,52456,644,46,0,164,17,78,Simulation,T,10,7,0,8,4,4,1498.74285714286
The Sims 3: Ambitions,2010-06-01,74,7.3,40,247865,2541,120,0,1240,25,51,Simulation,T,15,9,1,5,2,2,6196.625
Disney/Pixar Toy Story 3,2010-06-15,73,6.3,17,337773,5552,87,0,468,7,11,Action,E10+,5,2,0,0,0,0,19869
ArmA II: Operation Arrowhead,2010-06-29,73,8.1,10,979626,7184,134,0,673,29,191,Action,M,14,14,1,28,6,6,97962.6
Blood Bowl: Legendary Edition,2010-10-28,73,6.4,23,93054,1095,66,0,308,13,75,Sports,T,7,6,0,11,11,11,4045.82608695652
Alpha Protocol,2010-06-01,72,7.5,23,134120,1251,46,0,321,25,511,Role-Playing,M,11,13,1,91,35,35,5831.30434782609
Medal of Honor,2010-10-12,72,6.4,26,70259,1045,26,0,412,26,518,Action,M,16,9,1,63,48,48,2702.26923076923
Blood Bowl,2010-01-26,72,6.5,10,8410,81,1,0,24,34,57,Sports,T,14,20,0,15,3,3,841
Divinity II: Ego Draconis,2010-01-06,72,7.7,49,539183,2737,251,0,694,43,126,Role-Playing,M,21,22,0,21,4,4,11003.7346938776
Flotilla,2010-02-26,72,7.3,3,220681,1201,50,0,203,7,14,Strategy,NA,2,5,0,3,1,1,73560.3333333333
Poker Night at the Inventory,2010-11-22,71,7,4,5808,56,4,0,9,11,109,Miscellaneous,E10+,5,6,0,14,15,15,1452
Europa Universalis III: Divine Wind,2010-12-14,71,8.7,1,134899,12809,117,0,1370,9,38,Strategy,E10+,5,4,0,3,3,3,134899
Max & the Magic Marker,2010-02-08,71,5.7,14,298288,2823,98,0,1075,11,6,Action,E,5,6,0,1,0,0,21306.2857142857
Mass Effect 2: Kasumi - Stolen Memory,2010-04-06,71,7.3,28,119878,3295,70,0,655,13,89,Role-Playing,M,6,7,0,6,1,1,4281.35714285714
The Kings' Crusade,2010-10-08,71,6.9,50,633070,3982,218,0,732,12,21,Strategy,NA,7,5,0,4,2,2,12661.4
Lead and Gold: Gangs of the Wild West,2010-04-08,70,8.4,45,1334478,9441,274,0,3221,25,119,Action,M,14,10,1,22,6,6,29655.0666666667
Global Agenda,2010-02-01,70,7.9,49,30323432,60206,9231,0,5472,16,350,Role-Playing,T,6,10,0,62,23,23,618845.551020408
Evochron Mercenary,2010-09-17,70,7.8,6,35220,359,1,0,47,7,62,Simulation,NA,4,3,0,23,5,5,5870
Puzzle Agent,2010-06-30,70,6.9,1,134899,12809,117,0,1370,24,74,Miscellaneous,NA,8,16,0,3,9,9,134899
The Whispered World,2010-04-26,70,7.6,4,3371164,24337,1103,0,3406,41,78,Adventure,E,18,23,0,3,2,2,842791
Portal 2,2011-04-18,95,8.8,32,49983,762,16,0,132,52,6054,Action,E10+,51,1,0,NA,117,117,1561.96875
The Elder Scrolls V: Skyrim,2011-11-10,94,8.1,12,115202,2086,39,0,611,32,9175,Role-Playing,M,32,0,0,NA,311,311,9600.16666666667
Batman: Arkham City,2011-11-21,91,8.6,29,1745050,50622,459,0,14050,27,1868,Action Adventure,T,27,0,0,228,33,33,60174.1379310345
Deus Ex: Human Revolution,2011-08-23,90,8.5,48,81477051,73404,22718,0,8408,52,3090,Action,M,52,0,0,514,113,113,1697438.5625
Total War: Shogun 2,2011-03-15,90,8.3,50,8952967,94900,1844,0,21094,62,1188,Strategy,T,62,0,0,190,43,43,179059.34
FIFA Soccer 12,2011-09-27,89,7.1,37,104593,1638,30,0,520,14,280,Sports,E,14,0,0,33,7,7,2826.83783783784
Battlefield 3,2011-10-25,89,7.5,29,95359,2148,54,0,584,61,4947,Action,M,60,1,0,NA,192,192,3288.24137931034
LIMBO,2011-08-02,88,8.1,49,1196927,8329,208,0,2777,22,1413,Action,T,22,0,0,171,56,56,24427.0816326531
Assassin's Creed: Brotherhood,2011-03-22,88,8.2,49,131749,2799,64,0,563,24,1118,Action Adventure,M,24,0,0,93,33,33,2688.75510204082
The Witcher 2: Assassins of Kings,2011-05-17,88,8.5,41,143164,1220,30,0,349,76,4420,Role-Playing,M,70,6,0,NA,121,121,3491.80487804878
Super Meat Boy,2011-04-05,87,8.3,18,145202,1358,14,0,361,11,755,Action,T,11,0,0,120,14,14,8066.77777777778
Dead Space 2,2011-01-25,87,8.3,19,3722,92,4,0,32,28,984,Action,M,27,1,0,122,29,29,195.894736842105
Bastion,2011-08-16,86,8.6,12,34562,430,3,0,94,17,1369,Action,E10+,16,1,0,294,48,48,2880.16666666667
Crysis 2,2011-03-22,86,6.8,10,1669,24,2,0,16,42,1603,Action,M,39,3,0,199,116,116,166.9
DiRT 3,2011-05-24,86,7,50,141214452,281022,25271,0,93294,23,440,Driving,T,21,2,0,43,29,29,2824289.04
Battlefield 3: Back to Karkand,2011-12-13,86,7.2,46,186796,2479,40,0,529,9,158,Action,M,8,1,0,22,8,8,4060.78260869565
Amnesia: The Dark Descent,2011-02-17,85,8.6,7,30432,251,4,0,76,44,1222,Action Adventure,M,42,2,0,287,28,28,4347.42857142857
Frozen Synapse,2011-05-26,85,7.7,9,4724,90,0,0,23,27,194,Strategy,NA,24,3,0,43,6,6,524.888888888889
Star Wars: The Old Republic,2011-12-20,85,5.9,14,221965,1826,164,0,672,73,2757,Massively Multiplayer,T,68,5,0,700,217,217,15854.6428571429
Saints Row: The Third,2011-11-14,84,8.1,28,165534,2108,66,0,486,22,1272,Action Adventure,M,20,2,0,209,63,63,5911.92857142857
SpaceChem,2011-03-02,84,8.4,20,133742,1065,43,0,253,13,162,Miscellaneous,NA,11,2,0,45,3,3,6687.1
Super Street Fighter IV: Arcade Edition,2011-07-07,84,7.8,48,323004,6017,68,0,872,11,153,Action,T,10,1,0,18,3,3,6729.25
Football Manager 2012,2011-10-20,84,8,44,3336324,52194,805,0,15580,45,174,Sports,E,43,2,0,22,5,5,75825.5454545455
Unity of Command,2011-11-15,84,7.2,49,5852723,51941,946,0,10436,7,61,Strategy,RP,7,0,0,12,9,9,119443.326530612
The Binding of Isaac,2011-09-28,84,8.3,49,16289110,71884,3318,0,17016,30,1015,Action,NA,28,2,0,196,36,36,332430.816326531
Trine 2,2011-12-07,84,8.4,48,2773995,17749,299,0,3708,55,670,Action,E10+,51,4,0,80,16,16,57791.5625
Rift,2011-03-01,84,7.2,45,2009352,12475,258,0,4153,59,564,Role-Playing,T,56,3,0,121,50,50,44652.2666666667
